============== Resource: 纽约州 ==============
Word: 紐約州,		Frequency: 7617
Word: 纽约州,		Frequency: 7114
Word: new,		Frequency: 822
Word: 紐約市,		Frequency: 765
Word: 纽约市,		Frequency: 751
Word: york,		Frequency: 682
Word: poly,		Frequency: 506
Word: county,		Frequency: 471
Word: 水牛城,		Frequency: 452
Word: 出生于,		Frequency: 427
Word: 賓夕法尼亞州,		Frequency: 386
Word: 加拿大,		Frequency: 344
Word: 俄亥俄州,		Frequency: 342
Word: 佛蒙特州,		Frequency: 313
Word: 新泽西州,		Frequency: 295
Word: 伊萨卡,		Frequency: 277
Word: 新澤西州,		Frequency: 264
Word: 大西洋,		Frequency: 261
Word: 宾夕法尼亚州,		Frequency: 242
Word: 曼哈頓,		Frequency: 239
Word: 羅徹斯特,		Frequency: 228
Word: 参议员,		Frequency: 228
Word: 康涅狄格州,		Frequency: 219
Word: 加利福尼亞州,		Frequency: 217
Word: 布法罗,		Frequency: 214
Word: 康乃狄克州,		Frequency: 212
Word: 加利福尼亚州,		Frequency: 194
Word: 安大略,		Frequency: 184
Word: 安大略省,		Frequency: 184
Word: 馬里蘭州,		Frequency: 184
Word: 共和黨,		Frequency: 177
Word: 哈德遜河,		Frequency: 176
Word: 參議員,		Frequency: 165
Word: 麻薩諸,		Frequency: 164
Word: the,		Frequency: 164
Word: 納蘇郡,		Frequency: 163
Word: 布鲁克林区,		Frequency: 157
Word: 密歇根州,		Frequency: 157
Word: 伊利諾州,		Frequency: 148
Word: 马萨诸塞州,		Frequency: 145
Word: 罗切斯特,		Frequency: 144
Word: 布魯克林,		Frequency: 141
Word: 奥尔巴尼,		Frequency: 139
Word: 皇后區,		Frequency: 139
Word: 锡拉丘兹,		Frequency: 137
Word: 眾議員,		Frequency: 131
Word: 平方公里,		Frequency: 129
Word: 尼亞州,		Frequency: 127
Word: 康奈尔,		Frequency: 125
Word: 肯塔基州,		Frequency: 123
Word: 弗吉尼亚州,		Frequency: 121
Word: 國際機場,		Frequency: 121
Word: 民主黨,		Frequency: 120
Word: state,		Frequency: 118
Word: 北美洲,		Frequency: 116
Word: 美國眾議院,		Frequency: 116
Word: university,		Frequency: 114
Word: 克林顿,		Frequency: 113
Word: 緬因州,		Frequency: 113
Word: 罗彻斯特,		Frequency: 111
Word: 克里斯蒂安,		Frequency: 108
Word: 小行星带,		Frequency: 108
Word: school,		Frequency: 107
Word: 芝加哥,		Frequency: 107
Word: 新罕布夏州,		Frequency: 107
Word: 天文学家,		Frequency: 102
Word: island,		Frequency: 102
Word: 奥奈达,		Frequency: 102
Word: 小行星,		Frequency: 102
Word: 行政區,		Frequency: 100
Word: 马里兰州,		Frequency: 100
Word: 海德帕克,		Frequency: 98
Word: 蘇福克郡,		Frequency: 97
Word: 密蘇里州,		Frequency: 95
Word: image,		Frequency: 94
Word: 布朗克斯,		Frequency: 94
Word: 佛羅里達州,		Frequency: 93
Word: 瀑布城,		Frequency: 91
Word: 德拉瓦州,		Frequency: 88
Word: 布什尔州,		Frequency: 88
Word: 新英格蘭,		Frequency: 88
Word: 維吉尼亞州,		Frequency: 87
Word: 密西西比州,		Frequency: 87
Word: 羅德島州,		Frequency: 87
Word: 特拉华州,		Frequency: 87
Word: 布鲁克林,		Frequency: 86
Word: 威斯康辛州,		Frequency: 84
Word: 印第安,		Frequency: 83
Word: 伊利诺伊,		Frequency: 82
Word: 威斯特徹斯特郡,		Frequency: 80
Word: 波多黎各,		Frequency: 78
Word: 安大略湖,		Frequency: 78
Word: center,		Frequency: 78
Word: 缅因州,		Frequency: 77
Word: 殖民地,		Frequency: 76
Word: 曼哈顿,		Frequency: 75
Word: 法学院,		Frequency: 75
Word: 明尼蘇達州,		Frequency: 74
Word: 大部分,		Frequency: 74
Word: 华盛顿,		Frequency: 72
Word: 普蘭湖,		Frequency: 72
Word: 揚克斯,		Frequency: 72
Word: 喬治亞州,		Frequency: 72
Word: 沃特敦市,		Frequency: 72
Word: 美國參議院,		Frequency: 71
Word: city,		Frequency: 71
Word: 華盛頓特區,		Frequency: 71
Word: 天主教,		Frequency: 71
Word: 東南部,		Frequency: 70
Word: 密西根州,		Frequency: 69
Word: 北卡羅萊納州,		Frequency: 69
Word: 斯坦福,		Frequency: 68
Word: 民主党,		Frequency: 68
Word: 伊利湖,		Frequency: 68
Word: 密苏里州,		Frequency: 67
Word: 出生於,		Frequency: 67
Word: 修正案,		Frequency: 66
Word: 警察局,		Frequency: 66
Word: 罗斯福,		Frequency: 66
Word: 实验室,		Frequency: 66
Word: 直升機,		Frequency: 66
Word: 輻鰭魚,		Frequency: 66
Word: 政治家,		Frequency: 65
Word: 哈得遜河,		Frequency: 65
Word: 墨西哥,		Frequency: 65
Word: 佛蒙特,		Frequency: 64
Word: 紐澤西州,		Frequency: 64
Word: 国务卿,		Frequency: 64
Word: 華盛頓州,		Frequency: 63
Word: 哥倫比亞縣,		Frequency: 63
Word: 中西部,		Frequency: 63
Word: 達奇斯縣,		Frequency: 62
Word: 基督教,		Frequency: 62
Word: 新泽西,		Frequency: 62
Word: john,		Frequency: 61
Word: 哥伦比亚,		Frequency: 61
Word: 候选人,		Frequency: 61
Word: 俄亥俄,		Frequency: 61
Word: 路易斯,		Frequency: 61
Word: 佛罗里达州,		Frequency: 61
Word: lake,		Frequency: 61
Word: 由提卡,		Frequency: 60
Word: 費爾菲爾德縣,		Frequency: 60
Word: 运动员,		Frequency: 60
Word: 苏福克郡,		Frequency: 60
Word: 內布拉斯加州,		Frequency: 59
Word: park,		Frequency: 59
Word: 愛荷華州,		Frequency: 59
Word: 尼亚加拉,		Frequency: 59
Word: 際公路,		Frequency: 57
Word: 尼亞加,		Frequency: 57
Word: jersey,		Frequency: 57
Word: 伊利運河,		Frequency: 57
Word: law,		Frequency: 57
Word: 奧本尼,		Frequency: 57
Word: 田納西州,		Frequency: 56
Word: 南安普敦,		Frequency: 56
Word: 印第安纳州,		Frequency: 56
Word: 田纳西州,		Frequency: 55
Word: 佐治亚州,		Frequency: 55
Word: 自由黨,		Frequency: 55
Word: 德克萨斯州,		Frequency: 55
Word: file,		Frequency: 55
Word: 美国人,		Frequency: 55
Word: george,		Frequency: 54
Word: 美國人,		Frequency: 54
Word: 魁北克省,		Frequency: 53
Word: 新墨西哥州,		Frequency: 53
Word: nba,		Frequency: 53
Word: 阿拉斯加州,		Frequency: 53
Word: pennsylvania,		Frequency: 53
Word: 宾厄姆顿,		Frequency: 53
Word: 西南部,		Frequency: 53
Word: 明尼苏达州,		Frequency: 52
Word: east,		Frequency: 52
Word: college,		Frequency: 52
Word: 號州際,		Frequency: 52
Word: 納蘇縣,		Frequency: 52
Word: 威斯特,		Frequency: 51
Word: 魁北克,		Frequency: 51
Word: 毕业于,		Frequency: 50
Word: 底特律,		Frequency: 50
Word: 波士頓,		Frequency: 50
Word: 雪城大學,		Frequency: 50
Word: 工程师,		Frequency: 50
Word: 奧爾巴尼縣,		Frequency: 50
Word: 迪克州,		Frequency: 50
Word: van,		Frequency: 50
Word: 新英格兰,		Frequency: 50
Word: 澤西州,		Frequency: 49
Word: 阿拉巴馬州,		Frequency: 49
Word: 威斯特徹斯特縣,		Frequency: 48
Word: charles,		Frequency: 48
